platform,post_type,post_length,views,likes,comments,shares,engagement_rate
3,3,9,179792,11840,2349,799,0.083362997
1,1,9,239478,3495,533,375,0.018385822
3,3,34,123332,1282,136,67,0.012040671
3,2,54,47428,4239,827,511,0.117588766
3,3,118,17427,355,68,32,0.026108911
2,3,9,158241,9898,612,884,0.072004095
1,3,111,102751,9845,521,821,0.108874853
3,2,17,47419,2658,150,344,0.066471246
3,1,103,184137,4158,635,382,0.028104075
1,1,53,247488,11239,1760,457,0.054370313
3,1,93,89490,5920,938,600,0.083338921
2,3,54,103632,8151,1178,707,0.096842674
3,3,18,10985,709,65,20,0.072280382
2,2,112,168713,2208,165,210,0.015310024
2,1,50,158969,3637,688,110,0.027898521
3,3,94,178724,7767,1452,887,0.056545288
1,3,86,140045,10295,889,1082,0.087586133
2,3,88,107776,6745,507,567,0.072548619
1,2,38,59718,837,88,98,0.017130513
3,1,75,103578,8464,484,478,0.091003881
2,2,51,73809,4757,353,371,0.074259237
3,1,64,24627,2212,236,48,0.101352174
1,1,78,55621,2646,227,392,0.05870085
3,3,83,99729,5397,866,147,0.064274183
3,3,85,188156,8749,1625,293,0.056692319
2,3,15,20151,1511,281,127,0.095231006
3,3,102,77691,6035,848,415,0.093936235
3,3,95,159813,12000,1866,1070,0.09345923
3,1,89,90484,3279,406,421,0.045378188
2,3,99,75172,5054,363,205,0.074788485
1,3,54,237722,9620,1397,992,0.05051699
1,2,8,194988,16589,1700,370,0.095693068
3,2,45,192291,2876,146,352,0.017546323
2,1,63,251996,3375,459,425,0.016901062
3,1,64,99185,1899,151,131,0.021989212
1,2,117,112242,3166,579,134,0.034559256
2,2,85,42236,565,107,70,0.017567952
1,3,117,201954,3321,246,458,0.019930281
1,3,66,148056,5558,302,165,0.040694062
2,1,116,268186,5090,257,485,0.021746102
2,2,88,189990,15614,2919,2216,0.109211011
3,1,29,153562,2280,165,236,0.017458746
3,3,108,174039,15961,1840,2021,0.113894012
1,1,91,190544,16839,986,839,0.097951129
2,1,83,262648,7552,800,251,0.032754866
2,1,37,120148,1974,331,136,0.02031661
3,3,23,62650,1221,135,87,0.023032721
1,1,61,136374,8225,1368,1005,0.07771276
1,3,19,153089,9810,1504,714,0.078568676
3,2,45,44311,1701,217,86,0.04522579
2,1,73,126834,4656,748,629,0.04756611
3,1,84,19171,1108,201,134,0.075269939
3,3,64,43226,1621,273,173,0.047818443
3,1,113,31327,2947,453,138,0.112937721
3,3,116,72628,3227,501,150,0.053395385
2,1,100,87473,2605,193,218,0.034479211
3,2,26,66223,1532,295,136,0.029642269
2,2,47,242401,16205,1310,863,0.075816519
3,2,36,77315,3046,311,109,0.044829593
1,1,17,204124,5509,703,370,0.032245106
2,1,42,109755,3822,263,289,0.039852399
1,2,30,66624,2512,349,67,0.043948127
3,2,85,97650,6476,501,604,0.077634409
3,3,9,147602,3796,715,76,0.031076815
3,3,53,142382,10814,1982,428,0.092876909
2,2,101,39281,1470,193,57,0.043787073
1,2,95,62270,3359,394,367,0.066163482
2,1,9,182176,12558,821,1044,0.079170692
2,2,105,26735,1575,273,202,0.076678511
3,3,75,111899,7788,832,423,0.080813948
1,3,52,206357,8054,700,381,0.044267943
3,3,22,95173,9204,1834,1144,0.127998487
2,3,99,143077,7341,1102,570,0.062994052
3,3,10,59564,2321,141,129,0.043499429
1,3,70,54496,1998,340,148,0.045618027
3,2,81,31898,441,71,33,0.017085711
1,3,46,223146,15984,1761,1508,0.086279835
1,3,56,119659,4023,275,100,0.036754444
3,3,15,104742,10087,1257,526,0.113326077
2,3,30,116184,3362,553,271,0.036029057
3,2,25,154780,8923,547,807,0.066397467
2,1,70,244552,18632,1388,757,0.084959436
2,1,44,250735,22142,3162,1000,0.104907572
3,1,60,147484,3551,475,406,0.030050717
2,1,55,296522,29262,5435,3573,0.129062936
2,3,24,124849,11437,1969,340,0.110101002
3,1,85,95638,9244,1736,1374,0.129174596
3,1,84,80580,6989,837,533,0.103735418
3,2,61,164381,14628,2459,1406,0.112500836
2,2,110,138507,8849,507,859,0.073750785
1,2,9,112470,9681,911,629,0.099768827
2,3,18,265236,15399,2258,1398,0.071841681
1,3,28,235474,13760,2264,1318,0.073647197
3,3,119,136458,8273,1121,983,0.076045377
1,2,72,205048,20436,2495,2166,0.122395732
3,1,56,47503,921,78,71,0.022524893
3,2,52,110312,9101,692,408,0.092474074
1,3,92,206044,7128,1292,165,0.041665858
3,2,51,118465,5035,359,527,0.049981007
1,1,64,75939,1309,150,107,0.020621815
3,3,77,176536,7351,1347,1069,0.055325826
2,1,7,87758,8702,627,285,0.109551266
2,1,13,163349,7470,516,219,0.050229876
3,3,86,122413,8602,1323,374,0.084133221
3,1,104,88679,1850,184,127,0.024368791
1,2,87,57012,5303,611,226,0.107696625
2,1,28,139210,11762,1691,944,0.103419295
1,1,8,183399,8210,877,526,0.052415771
3,1,13,4752,196,33,29,0.054292929
3,2,101,27765,1357,265,197,0.065514137
1,1,5,114193,5265,1000,354,0.057963273
3,1,119,2837,94,12,11,0.041240747
2,2,39,99010,9819,1013,504,0.114493486
1,3,78,130977,10864,1250,298,0.09476473
2,3,16,248762,8486,844,214,0.038365988
2,3,22,61997,6097,708,145,0.112102198
2,1,82,171573,1955,101,226,0.013300461
1,3,14,178842,8836,514,569,0.055462363
3,2,78,91608,5611,929,713,0.079174308
2,1,22,108510,1452,145,193,0.016496175
2,1,28,204261,5003,846,298,0.030093851
2,1,5,126907,4217,514,242,0.039186176
3,3,98,62594,4683,800,281,0.092085503
3,3,83,87269,8253,1234,675,0.116444556
1,3,76,104614,6926,555,152,0.072963466
3,1,103,39448,2392,280,51,0.069027581
1,2,86,218378,12733,1981,1472,0.074119188
1,1,109,172031,7150,712,894,0.050897803
1,2,20,183597,15512,1225,721,0.0950887
1,1,89,105979,6217,814,604,0.072042574
1,2,19,81340,2497,227,120,0.034964347
2,1,66,209241,4669,649,539,0.027991646
3,1,9,141384,13954,1266,1041,0.115013014
2,2,49,90765,1050,195,133,0.015182064
1,2,56,5884,553,56,79,0.11692726
3,2,75,111113,3294,613,303,0.037889356
2,2,116,25522,1765,162,241,0.084946321
2,2,11,10623,394,55,9,0.043113998
1,2,31,14460,1263,87,101,0.100345781
2,2,93,15234,897,149,76,0.073651044
2,2,90,199650,4531,362,335,0.026185825
2,1,116,225708,7738,1389,471,0.042523969
2,2,17,165492,6425,757,732,0.047821043
2,2,21,171885,15423,989,1416,0.103720511
1,1,109,134454,10622,1110,326,0.089681229
1,1,48,118492,10031,1674,1440,0.110935759
2,3,17,43353,637,39,86,0.017576638
1,3,94,143441,8906,1281,587,0.075111021
1,2,77,37985,3795,478,197,0.117678031
3,2,9,44255,3569,344,362,0.096599254
2,3,107,66590,1389,226,35,0.024778495
1,3,37,179558,12765,738,1078,0.081204959
1,2,8,124282,9579,1193,1029,0.094953412
2,3,96,191390,10771,1357,784,0.06746434
3,2,30,53566,915,57,133,0.020628757
2,1,72,5650,74,5,8,0.01539823
3,1,20,174009,16426,1830,2323,0.118263998
2,3,105,26299,872,113,120,0.042016807
2,1,26,31862,1405,81,52,0.048270667
2,1,40,283456,23122,1196,2472,0.094512023
2,1,106,278087,20031,1580,1954,0.084739668
3,1,62,70734,6873,846,186,0.111756722
3,2,59,150397,2760,154,169,0.020499079
1,2,39,208340,15338,2453,1372,0.091979457
2,3,29,130560,2271,165,207,0.020243566
3,1,76,54879,549,91,69,0.012919332
3,1,85,199810,4160,335,400,0.024498273
3,1,65,121652,7968,812,642,0.077450432
2,3,22,200082,14177,1727,1669,0.08782899
1,2,118,216642,10713,1093,1009,0.059152888
3,1,62,136078,1925,103,259,0.016806537
2,2,80,275649,18486,3443,2545,0.088786827
3,3,61,22498,398,37,39,0.021068539
3,2,101,109679,2495,175,232,0.02645903
1,1,91,245481,13779,962,1531,0.066286189
3,2,67,149577,6077,1192,694,0.053236794
3,2,16,195590,10137,693,1161,0.061306815
2,3,15,291888,19602,1999,1973,0.080763855
2,3,17,33544,818,49,97,0.028738373
1,3,39,9864,891,142,34,0.108171127
2,3,31,33593,2027,282,257,0.076384961
2,2,93,268873,3223,419,194,0.014266959
1,2,108,47515,3162,564,427,0.087403978
3,3,71,187353,9683,1316,359,0.060623529
1,3,117,249878,18277,3533,374,0.088779324
2,1,93,17413,1402,201,30,0.093780509
1,1,49,50652,4786,493,226,0.108682777
3,3,78,31764,3171,176,110,0.1088339
1,2,85,66784,3971,630,365,0.074359128
2,3,71,181813,11006,1167,861,0.071689043
2,2,113,209276,2515,351,248,0.014879872
1,2,26,81796,7187,1304,323,0.10775588
3,1,106,78844,992,50,117,0.014699914
1,3,82,130610,8743,1433,868,0.084557078
3,3,95,192845,3639,419,177,0.021960642
3,2,46,126887,4533,311,325,0.040737034
1,3,24,249810,5653,776,640,0.028297506
3,1,52,76432,1709,221,185,0.027671656
2,1,22,155355,2596,457,241,0.021203051
1,3,81,219199,8463,1085,1246,0.049242925
3,3,110,27282,1313,228,48,0.058243531
2,1,74,232448,12041,1585,1005,0.06294311
1,3,78,55984,2775,324,280,0.06035653
2,2,105,271865,15532,1641,2317,0.071689993
2,3,97,296341,25894,1969,2344,0.101933246
2,2,10,162245,10847,1492,840,0.081229006
3,3,43,3066,35,4,4,0.014024788
1,3,15,111442,2849,559,244,0.03277041
1,1,116,226983,9398,1051,1335,0.051915782
3,2,29,61418,5860,663,688,0.117408577
1,1,112,70454,1199,89,50,0.018991115
2,3,112,150354,11112,1551,464,0.087307288
1,1,98,158887,2062,365,126,0.016068023
3,3,59,155666,6635,578,191,0.047563373
2,3,88,209056,16580,851,1500,0.090554684
3,3,62,189583,7764,1193,1023,0.052641851
2,2,41,122911,5988,327,431,0.054885242
2,2,20,90768,8303,924,865,0.111184558
1,2,99,69951,1116,158,164,0.020557247
2,1,97,11374,653,70,29,0.066115702
3,3,74,28974,1244,110,82,0.049561676
1,1,97,233136,22554,3831,524,0.1154219
3,1,100,33914,2761,262,138,0.093206345
2,3,77,55014,1154,88,140,0.025120878
3,1,41,194451,18174,1967,1914,0.11342189
3,3,57,11347,329,22,40,0.034458447
2,3,91,195087,3440,528,259,0.021667256
1,3,20,92129,5411,846,625,0.074699606
3,3,22,199936,15254,796,1494,0.087748079
2,1,23,154832,11526,1777,722,0.09058205
1,1,48,219233,12729,1207,937,0.067841064
1,1,6,95103,5168,767,467,0.067316488
1,2,62,80599,7838,1222,1131,0.126440775
3,1,14,132774,11133,1020,1570,0.103356079
3,1,80,136212,9926,772,1471,0.089338678
3,2,50,76266,2102,365,46,0.032950463
1,3,86,196248,16441,2644,1861,0.106732298
3,3,23,126737,9819,1723,1338,0.10162778
2,3,42,264578,26267,3030,3049,0.122255063
3,2,41,16057,352,41,26,0.026094538
3,1,95,31114,2314,235,264,0.090409462
1,1,116,212819,20881,2607,1623,0.117992285
3,1,82,189287,9773,1436,1102,0.065038804
2,1,49,248762,18907,3255,2296,0.098318875
1,2,38,21580,2110,163,273,0.117979611
2,1,6,219942,13036,1444,1494,0.072628238
1,3,48,12802,933,111,38,0.084518044
1,2,101,90857,1072,132,151,0.014913545
3,2,87,103467,5873,771,280,0.066919888
2,3,31,140747,4647,791,308,0.040825026
1,3,52,148130,3231,591,244,0.027448862
3,1,98,182073,13432,992,1512,0.087525333
1,3,11,171591,2319,363,257,0.017127938
1,2,31,205827,18820,2293,2729,0.115835143
1,2,89,149517,8462,953,376,0.065484192
1,2,75,208026,14216,952,1117,0.078283484
1,1,116,92450,3033,180,140,0.036268253
1,1,93,229238,6051,1190,650,0.03442274
3,3,106,108039,3450,504,164,0.038115866
1,1,22,241159,7453,878,989,0.038646702
2,1,37,295839,25976,4266,3838,0.115197793
3,2,37,97970,7921,504,484,0.090936001
2,2,100,187299,16247,2292,1886,0.109050235
1,3,29,214064,16298,2429,1454,0.094275544
2,2,18,297329,20194,2379,1347,0.080449603
1,1,42,92692,5330,468,239,0.065129677
1,3,42,48908,1657,320,188,0.044266787
3,3,8,176703,12984,1235,527,0.083450762
3,2,112,181065,4036,277,227,0.025073869
1,2,66,119710,6703,969,935,0.071898755
3,2,86,4078,112,15,9,0.033349681
2,3,14,246518,13664,2230,1790,0.071735127
3,2,39,156850,5717,932,684,0.046751674
3,1,103,156469,2317,331,159,0.017939656
2,3,108,148409,8212,666,396,0.062489472
3,2,27,8011,211,38,6,0.031831232
1,1,93,120124,2943,256,426,0.03017715
2,1,69,175927,7845,502,488,0.050219693
1,2,86,78532,3342,318,359,0.05117659
2,1,83,236106,20783,2545,2388,0.108917181
1,3,29,49845,3031,245,138,0.068492326
1,3,100,154118,13394,1340,1475,0.10517266
3,1,57,89030,2066,262,43,0.026631473
1,3,88,9618,405,39,30,0.049282595
3,2,21,74435,4464,283,292,0.067696648
2,1,61,169251,4025,320,568,0.029027893
1,3,79,201589,4339,733,642,0.028344801
1,2,81,241915,16819,3248,965,0.086939628
2,2,93,123158,8478,612,841,0.080636256
2,3,24,83014,2579,392,301,0.039415038
1,1,29,128713,3918,728,175,0.037455424
2,2,46,116550,8984,852,981,0.092809953
3,2,49,93965,1928,336,103,0.02519023
2,2,117,173435,16145,2998,677,0.114279125
2,2,35,263627,25027,2375,3268,0.116338615
1,1,69,118503,10474,612,893,0.101086048
3,3,56,144769,4192,786,245,0.036078166
2,3,84,151494,1744,173,126,0.013485683
3,3,116,40380,3807,198,280,0.10611689
3,2,96,97877,4008,485,481,0.050818885
3,1,25,62857,2384,160,322,0.045595558
1,3,34,201645,6765,1253,553,0.042505393
2,1,7,211130,6757,494,418,0.036323592
1,3,102,24259,1846,176,211,0.092048312
2,2,74,77622,7118,1199,980,0.119772745
2,3,47,27792,2244,383,78,0.097330167
1,2,33,150462,10633,1969,1314,0.092488469
3,2,7,167276,6004,748,554,0.043676319
3,3,62,169090,10014,1982,1329,0.078804187
2,1,37,157543,4935,628,428,0.038027713
1,2,79,17263,345,58,45,0.025951457
3,1,49,62309,1297,135,119,0.02489207
3,3,73,54451,3503,669,136,0.079117004
2,2,118,82969,1117,170,23,0.01578903
2,1,36,147631,14407,886,1449,0.113404366
1,2,115,66728,6645,440,644,0.115828438
2,3,86,9952,233,42,11,0.028737942
3,2,115,63726,3087,529,403,0.06306688
3,3,88,121735,9632,958,1279,0.097498665
3,1,56,42610,4088,524,509,0.120183056
3,2,68,88467,7981,1419,1131,0.119038738
1,1,107,136225,4485,293,385,0.037900532
1,3,117,97447,1721,121,191,0.020862623
2,3,44,102167,3676,578,505,0.046580598
2,1,96,242099,11947,744,947,0.056332327
2,1,17,123818,5249,540,526,0.051002278
1,3,94,128803,10258,900,888,0.093522666
3,1,84,181546,6027,988,890,0.043542683
2,3,93,15623,1363,68,104,0.098252576
3,1,78,87504,2651,178,162,0.034181295
2,3,33,8809,374,24,38,0.049494835
2,3,114,128690,6473,632,365,0.058046468
2,2,67,97907,3545,300,466,0.044031581
2,3,106,187118,14777,1244,2009,0.09635631
2,3,88,114502,5365,566,347,0.054828737
3,2,30,64496,5793,475,385,0.103153684
2,2,100,240614,23272,1534,727,0.10611602
3,1,107,164811,14401,1979,767,0.104040386
1,1,106,187524,10695,2061,308,0.069665749
2,3,63,209396,11701,1650,1385,0.070373837
3,1,53,140049,4121,674,179,0.035516141
1,1,57,238785,15116,2960,457,0.077613753
1,3,92,168910,16172,1180,668,0.106684033
1,2,35,202264,3489,415,240,0.020488075
3,2,108,137206,10663,1463,798,0.094194131
2,3,16,189492,16724,1644,2288,0.10900724
2,3,62,296575,29302,4159,1651,0.118391638
3,3,40,51565,2069,297,234,0.050421798
2,3,14,115613,4855,856,661,0.055114909
3,3,10,40916,1255,219,164,0.040033239
2,3,11,156765,12700,906,582,0.090504896
1,1,35,172631,3902,293,219,0.025568988
2,1,95,221202,7542,628,204,0.037856801
3,1,76,144930,5300,472,438,0.042848272
3,2,7,45324,1982,266,144,0.052775571
1,3,108,184016,8823,874,801,0.057049387
3,3,51,92687,5590,1078,444,0.076731365
2,1,89,180259,17188,1164,1987,0.112832092
2,2,5,33147,1069,92,114,0.038465019
1,1,49,80914,6483,1168,490,0.100612997
3,3,58,124879,8850,1218,220,0.082383747
1,3,54,221153,4521,597,292,0.024462702
2,1,83,263808,21878,3044,1359,0.099621695
1,1,11,243934,4428,388,139,0.020312872
3,3,67,80593,6165,1012,367,0.093606144
1,1,19,135432,10078,1254,1495,0.094711737
3,3,93,4048,291,16,36,0.084733202
3,1,71,172092,6006,459,746,0.041902006
2,2,34,48935,3014,519,390,0.080167569
2,3,82,158554,12453,1267,1649,0.096932275
2,2,72,122884,8280,1374,515,0.08275284
3,1,40,93199,7678,1147,475,0.099786478
1,2,71,167045,12012,1143,765,0.083330839
3,1,9,111982,3885,268,491,0.041470951
2,2,29,60885,1447,247,178,0.030746489
2,2,99,285205,19073,2793,423,0.078150804
1,2,15,80015,6271,596,899,0.097056802
2,3,76,114508,2611,335,149,0.027028679
2,2,94,122700,3157,447,320,0.03198044
2,1,70,180669,2002,100,206,0.012774743
1,1,32,144964,8387,1262,291,0.068568748
3,3,116,25931,1524,226,168,0.073965524
2,3,64,105175,5785,360,516,0.063332541
1,1,14,27654,1063,178,105,0.048672886
2,2,54,93478,4533,787,354,0.060698774
1,1,43,192892,15231,1424,1897,0.096178172
2,3,41,264220,6965,517,714,0.031019605
1,3,67,56886,1600,244,72,0.033681398
2,1,65,221220,15491,1061,1825,0.083071151
3,2,107,102029,8980,1604,766,0.111242882
2,2,89,210914,8570,1045,212,0.04659245
1,3,96,238361,22393,4175,1597,0.118161109
2,1,42,70027,1063,155,76,0.018478587
3,1,37,3425,70,6,8,0.024525547
2,3,79,137805,7082,851,357,0.060157469
1,1,49,179447,13478,1744,1062,0.090745457
1,3,48,67411,2923,503,79,0.051994482
3,2,5,12603,755,135,101,0.078632072
1,2,57,15152,190,28,14,0.01531151
2,1,51,228543,11784,1109,1547,0.063182858
2,2,37,113051,3598,465,388,0.039371611
2,2,71,288212,16276,1132,1002,0.063876591
1,3,94,16531,947,80,106,0.068537898
2,3,19,105694,8221,784,665,0.091490529
2,1,109,227089,13304,810,856,0.065921291
2,3,18,103197,6737,1231,719,0.084178804
3,1,27,173140,9984,682,1204,0.068557237
1,1,58,242092,23999,3708,2628,0.125303604
1,3,12,146531,11905,1498,954,0.097979267
1,2,58,220713,17217,3008,924,0.09582127
3,2,40,106445,7073,1139,886,0.08547137
1,2,88,219072,12608,2067,820,0.070730171
3,2,56,165626,6795,766,677,0.049738568
3,1,10,108243,8719,1526,305,0.097465887
1,2,101,73313,1984,127,230,0.031931581
2,1,32,264392,3513,409,505,0.016744077
2,3,54,258025,18793,3743,1473,0.093049123
1,3,42,211040,4861,934,443,0.029558378
1,1,34,148343,13550,844,1855,0.109536682
3,2,114,129286,10260,1394,1265,0.099925746
1,1,111,6801,436,42,63,0.079547125
3,2,85,74593,2853,454,155,0.046411862
1,2,77,160583,10825,1735,877,0.083676354
2,1,96,209118,11065,553,876,0.059746172
2,1,58,85729,3103,548,252,0.045527184
1,2,75,58233,5535,462,767,0.116154071
3,1,50,22011,540,105,25,0.030439326
2,2,32,199035,15485,2877,2111,0.102861306
3,1,21,50900,4173,327,393,0.096129666
1,3,108,154836,14811,2154,1329,0.118150818
1,2,52,185766,11043,1043,818,0.069463734
2,3,48,85085,4946,323,445,0.067156373
1,1,112,141032,13091,2370,1628,0.121171082
2,3,64,21583,1771,136,148,0.095213826
3,1,64,132283,10414,1178,1258,0.097140222
2,2,9,220175,17839,3364,1322,0.102304985
2,1,73,281345,15301,937,669,0.06009348
3,1,82,62019,851,112,62,0.016527193
2,2,74,287564,8006,1087,912,0.034792255
2,1,11,45602,3094,508,404,0.087847024
1,2,57,186717,8524,1483,1025,0.059084068
3,1,21,186196,12029,1366,826,0.076376506
2,2,63,105156,6272,1013,597,0.074955304
3,3,13,51031,2524,470,168,0.061962337
3,1,99,14629,455,83,50,0.040194135
2,1,26,33675,2515,315,192,0.089740163
1,1,49,130652,11995,1691,1432,0.115711968
3,2,77,134734,10683,1612,231,0.092968367
2,1,63,12589,261,45,16,0.025577885
3,2,84,110954,6481,817,869,0.07360708
1,1,104,183436,15625,1043,969,0.096147975
1,3,102,7655,483,52,34,0.074330503
1,1,113,77285,3830,605,470,0.063466391
2,3,17,146869,5229,750,168,0.041853625
2,2,87,233538,9279,1512,561,0.048608792
1,3,16,9645,306,38,36,0.039398652
2,1,40,157504,4349,331,628,0.033700731
1,1,14,181962,11463,771,1395,0.074900254
2,2,20,179683,10034,1226,425,0.065031194
1,1,96,231612,17633,1425,2266,0.092067769
3,1,23,159743,6024,1188,493,0.048233725
1,2,108,39760,2046,163,249,0.061820926
1,2,10,228049,16244,2193,830,0.084486229
2,3,8,33233,3213,161,206,0.10772425
2,2,34,237893,9848,867,1351,0.050720282
2,1,107,203876,7510,667,1039,0.045203947
2,2,99,250382,12628,2029,720,0.061414159
2,1,50,140510,10559,1312,325,0.086798093
2,3,31,245877,23736,1229,3341,0.115122602
3,2,49,106602,6213,664,366,0.067944316
1,1,89,87905,7306,1071,260,0.098253797
1,2,41,179968,9321,1356,608,0.062705592
1,2,13,95139,1292,75,73,0.015135749
3,2,65,13319,1205,228,36,0.110293566
1,2,39,83258,3004,261,444,0.044548272
3,3,110,105293,2366,434,137,0.027893592
3,1,51,139100,13861,1136,768,0.11333573
3,2,25,113930,4701,635,350,0.049907838
1,1,21,113629,2532,280,187,0.02639291
3,3,59,27940,1062,145,81,0.046098783
1,1,92,231056,12995,1620,1791,0.071004432
1,1,99,142494,2552,128,71,0.019306076
2,3,10,258380,10783,1107,1535,0.051958356
2,2,39,179513,12601,651,1342,0.081297733
3,1,54,22688,2097,319,232,0.116713681
3,1,41,179352,8208,1461,332,0.055761854
1,2,17,17472,1062,114,66,0.071085165
3,2,29,82436,5543,713,148,0.077684507
3,1,100,37671,616,36,64,0.019006663
1,3,5,194881,7951,856,510,0.047808663
3,2,53,75299,5390,381,494,0.083201636
3,2,39,12960,987,58,116,0.089583333
1,3,87,210692,8856,671,814,0.049081123
1,1,57,125652,1332,240,39,0.012821125
2,2,56,129118,1370,270,38,0.012995864
1,1,58,136146,7955,1446,1055,0.076799906
2,1,80,209433,12489,2440,675,0.074505928
3,1,108,36833,2210,352,148,0.073575326
1,3,108,224813,16851,1246,815,0.084123249
1,1,51,38976,3621,486,401,0.11566092
1,1,47,204282,20247,3234,1421,0.121900118
3,2,24,109549,8007,1017,635,0.08817059
2,2,37,135120,7601,1012,818,0.069797217
3,3,97,67658,1535,211,155,0.028097195
3,3,20,52108,2322,278,280,0.055269824
1,2,82,155552,9569,895,1122,0.074483131
2,2,11,14443,1444,210,111,0.122204528
3,3,74,71969,1542,89,69,0.023621281
1,1,25,135062,10990,831,538,0.091506123
3,3,40,125781,12566,2372,1405,0.129932184
3,1,90,94198,7769,958,419,0.097093357
1,2,108,64336,5085,880,392,0.098809376
1,2,58,32097,1068,169,36,0.039661028
2,2,23,206317,2125,208,76,0.011676207
3,1,29,152258,4619,787,242,0.037094931
1,3,71,54356,4407,280,136,0.088729855
1,1,104,233247,4584,830,255,0.024304707
2,3,113,248968,9124,1387,856,0.04565647
2,3,57,93015,5639,1066,658,0.079159275
1,3,102,227086,14120,2602,342,0.075143338
2,2,79,228687,13462,1440,1320,0.070935383
1,3,52,164838,16200,2892,1088,0.122423228
3,2,46,152859,1697,228,83,0.013136289
2,3,51,58034,3127,230,75,0.059137747
3,3,95,99431,5508,960,343,0.068499764
3,2,46,178614,6501,1210,797,0.047633444
3,2,6,136279,7802,489,693,0.065923583
1,1,10,31234,2204,417,266,0.092431325
3,3,50,32568,2297,322,169,0.085605502
3,2,70,70633,1264,68,163,0.021165744
3,1,110,119766,9847,1292,389,0.096254363
1,1,85,218630,20499,3474,2595,0.121520377
3,2,44,111582,2357,306,192,0.025586564
3,3,62,56703,2693,420,315,0.060455355
2,1,116,122634,6874,1250,352,0.069116232
1,3,82,186695,4132,745,343,0.027960042
3,3,78,186526,10315,792,1188,0.065915744
2,1,113,217576,6226,710,516,0.034250101
1,2,37,210757,19849,1323,1579,0.107948965
1,3,110,194703,9805,1365,1229,0.063681607
1,2,66,78253,7789,1504,320,0.122845131
1,1,16,119170,1690,130,138,0.01643031
1,3,100,19642,421,46,53,0.026473882
1,2,53,82176,4099,791,532,0.065980335
3,2,92,84373,7483,1216,264,0.106230666
3,3,82,10990,659,39,86,0.07133758
3,2,9,186694,14172,1619,305,0.086215947
3,2,55,184735,8889,1761,1166,0.063961891
2,1,73,9170,125,14,6,0.015812432
3,1,115,157889,10784,1557,1026,0.084660743
1,2,36,139208,9335,1448,198,0.078881961
3,2,113,134784,2214,331,254,0.02076656
3,3,53,75687,1920,245,146,0.030533645
1,1,101,248046,13110,916,1703,0.063411625
3,3,64,185551,9314,1455,858,0.062662017
3,2,50,143545,11155,2119,1433,0.102455676
3,3,72,125376,5625,1075,559,0.057897843
2,2,98,258795,18037,2507,2109,0.087532603
3,1,45,87031,6387,790,748,0.091059508
1,1,85,24625,1675,167,87,0.078335025
1,2,71,147833,9409,616,894,0.073860369
3,1,17,76454,6308,1151,842,0.108575091
3,2,112,3821,264,18,35,0.082962575
3,3,116,102120,8688,809,608,0.098952213
1,2,104,182718,12297,1980,765,0.082323581
1,3,22,248851,6048,941,635,0.030636807
2,2,91,41200,1559,237,188,0.04815534
2,1,103,184322,7323,1180,180,0.047107779
2,2,117,165256,3049,400,98,0.021463668
1,2,101,183826,13292,973,1611,0.086364279
2,2,55,162667,10339,2065,793,0.081128932
3,1,40,93568,5902,1084,630,0.081395349
3,2,85,108502,5757,660,729,0.065860537
1,1,107,107567,6333,820,749,0.073461192
2,2,38,284901,3056,333,382,0.013236177
3,3,16,109136,2036,296,176,0.022980501
1,2,9,146026,10441,1667,422,0.085806637
2,3,52,231401,7759,657,632,0.039100955
3,1,108,194421,3832,440,556,0.024832708
2,1,95,174002,6886,1005,411,0.047712095
1,2,44,95342,3137,621,233,0.041859831
2,1,17,93760,1185,116,141,0.015379693
1,2,30,228844,10744,1737,320,0.055937669
2,1,18,139883,1739,177,205,0.015162672
3,3,100,163440,1640,104,91,0.011227362
1,1,15,235682,19166,3172,1049,0.099231167
1,3,42,166791,6396,942,612,0.047664442
1,2,84,142709,8717,1108,463,0.072090758
2,2,61,279277,10276,1554,1062,0.046162054
2,2,26,51986,4871,886,672,0.123667911
3,3,115,161943,12247,2002,889,0.093477335
1,2,20,227179,9819,1754,1400,0.05710475
1,2,81,175544,5083,475,724,0.0357859
2,3,80,60508,1355,230,63,0.027236068
2,1,86,268545,21112,2195,1607,0.092774023
3,2,33,143076,7264,385,1080,0.061009533
3,1,86,168373,5198,293,190,0.033740564
2,1,114,141973,13170,2101,1077,0.115148655
1,2,6,72621,3275,297,249,0.052615635
3,2,58,121673,7168,689,898,0.071955158
2,3,6,263978,23019,3300,945,0.103281334
2,3,7,184881,15715,2533,766,0.102844532
1,2,97,129545,8733,1168,373,0.079308348
2,1,60,63171,5683,886,236,0.107723481
2,3,76,277498,26553,5075,1420,0.11909275
3,3,15,60860,5730,1020,508,0.119257312
2,2,80,276648,11456,986,1281,0.049604552
2,2,36,190392,8709,1620,604,0.057423631
3,2,8,136595,4322,408,337,0.037095062
1,2,13,77243,6589,982,810,0.108501741
1,3,92,131890,2764,500,244,0.026597923
3,3,117,88703,3721,534,359,0.052016279
3,3,60,166859,1814,310,158,0.013676218
1,1,20,94407,5996,1133,735,0.083298908
1,3,85,26982,1868,364,81,0.085723816
1,3,115,4049,131,14,19,0.040503828
1,2,90,16381,1249,248,167,0.1015811
1,3,75,201948,8954,812,644,0.051547923
3,3,14,50390,1917,228,141,0.045366144
2,3,97,237361,22799,3741,2972,0.124333821
1,2,40,15061,948,185,73,0.080074364
